262.0,1425877686915722062
272.0,1425877686922435929
309.0,1425877686935833146
262.0,1425877686942577530
304.0,1425877686949260880
257.0,1425877686956005265
294.0,1425877686962688614
295.0,1425877686969432999
302.0,1425877686976116349
283.0,1425877686982860734
264.0,1425877686989544083
308.0,1425877686996257950
273.0,1425877687003002335
309.0,1425877687009685685
261.0,1425877687016430070
284.0,1425877687023113419
257.0,1425877687029857804
295.0,1425877687036541153
259.0,1425877687049999405
282.0,1425877687056682755
265.0,1425877687063427140
309.0,1425877687070110489
274.0,1425877687076824357
308.0,1425877687083568741
261.0,1425877687090252091
285.0,1425877687096996476
257.0,1425877687103679825
295.0,1425877687110393693
293.0,1425877687117138077
259.0,1425877687123821427
281.0,1425877687130565812
266.0,1425877687137279679
308.0,1425877687143963028
268.0,1425877687150707413
308.0,1425877687157390763
260.0,1425877687164104630
287.0,1425877687170818497
302.0,1425877687177562882
298.0,1425877687184246232
291.0,1425877687190990616
260.0,1425877687197704484
305.0,1425877687204387833
267.0,1425877687211132218
309.0,1425877687217846085
267.0,1425877687224559952
277.0,1425877687231243302
259.0,1425877687237957169
288.0,1425877687244701554
301.0,1425877687251384903
257.0,1425877687258129288
289.0,1425877687264812638
260.0,1425877687271526505
306.0,1425877687278270890
276.0,1425877687284984757
309.0,1425877687291698624
265.0,1425877687298412491
278.0,1425877687305095841
307.0,1425877687311809708
290.0,1425877687318554093
300.0,1425877687325237443
257.0,1425877687331981827
300.0,1425877687338665177
261.0,1425877687345379044
306.0,1425877687352123429
274.0,1425877687358837296
270.0,1425877687365520646
264.0,1425877687372234513
281.0,1425877687378978898
306.0,1425877687385692765
258.0,1425877687392376114
298.0,1425877687399120499
257.0,1425877687405803849
301.0,1425877687412517716
286.0,1425877687419262101
307.0,1425877687425945450
273.0,1425877687432689835
271.0,1425877687439403702
309.0,1425877687446087052
282.0,1425877687452800919
305.0,1425877687459545304
258.0,1425877687466228653
297.0,1425877687472942521
258.0,1425877687479686905
302.0,1425877687486370255
285.0,1425877687493114640
307.0,1425877687499797989
272.0,1425877687506511857
309.0,1425877687519939591
283.0,1425877687526683976
304.0,1425877687533367325
257.0,1425877687540111710
294.0,1425877687546795060
258.0,1425877687553508927
302.0,1425877687560253312
282.0,1425877687566936661
264.0,1425877687573681046
270.0,1425877687580364396
274.0,1425877687587108780
308.0,1425877687593792130
261.0,1425877687600536515
303.0,1425877687607219864
257.0,1425877687613933732
295.0,1425877687620678116
294.0,1425877687627361466
303.0,1425877687634105851
281.0,1425877687640789200
265.0,1425877687647503068
308.0,1425877687654247452
274.0,1425877687660930802
308.0,1425877687667675187
260.0,1425877687674358536
286.0,1425877687681102921
257.0,1425877687687816788
297.0,1425877687694500138
292.0,1425877687701214005
259.0,1425877687707927872
280.0,1425877687714672257
266.0,1425877687721355607
308.0,1425877687728099991
267.0,1425877687734813859
307.0,1425877687741497208
259.0,1425877687748241593
287.0,1425877687754924943
302.0,1425877687761638810
298.0,1425877687768383195
290.0,1425877687775066544
259.0,1425877687781780411
305.0,1425877687788524796
267.0,1425877687795208146
309.0,1425877687801922013
266.0,1425877687808666398
277.0,1425877687815349747
259.0,1425877687822094132
288.0,1425877687828777482
300.0,1425877687835491349
257.0,1425877687842235734
289.0,1425877687848919083
260.0,1425877687855663468
306.0,1425877687862346818
276.0,1425877687869091202
309.0,1425877687875805070
265.0,1425877687882488419
278.0,1425877687889232804
258.0,1425877687895916153
290.0,1425877687902660538
299.0,1425877687909343888
256.0,1425877687916057755
287.0,1425877687922802140
261.0,1425877687929516007
306.0,1425877687936199357
274.0,1425877687942943741
309.0,1425877687949657609
264.0,1425877687956340958
281.0,1425877687963085343
306.0,1425877687969768693
291.0,1425877687976513077
298.0,1425877687983196427
257.0,1425877687989940812
301.0,1425877687996654679
262.0,1425877688003368546
307.0,1425877688010051896
273.0,1425877688016796280
271.0,1425877688023479630
263.0,1425877688030224015
281.0,1425877688036907364
305.0,1425877688043651749
257.0,1425877688050335099
295.0,1425877688057048966
257.0,1425877688063793351
302.0,1425877688070476700
284.0,1425877688077221085
308.0,1425877688083934952
272.0,1425877688090648820
309.0,1425877688104046036
283.0,1425877688110790421
304.0,1425877688117473771
257.0,1425877688124187638
294.0,1425877688130932023
258.0,1425877688137615372
302.0,1425877688144359757
282.0,1425877688151073624
264.0,1425877688157787491
270.0,1425877688164501359
274.0,1425877688171184708
308.0,1425877688177929093
260.0,1425877688184612443
303.0,1425877688191356827
256.0,1425877688198040177
295.0,1425877688204784562
293.0,1425877688211498429
303.0,1425877688218181778
281.0,1425877688224926163
265.0,1425877688231640030
308.0,1425877688238323380
274.0,1425877688245067765
308.0,1425877688251781632
260.0,1425877688258464982
286.0,1425877688265209366
256.0,1425877688271892716
295.0,1425877688278606583
292.0,1425877688285350968
304.0,1425877688292034318
278.0,1425877688298778702
266.0,1425877688305462052
309.0,1425877688312175919
275.0,1425877688318920304
307.0,1425877688325603653
259.0,1425877688332348038
287.0,1425877688339031388
256.0,1425877688345775773
298.0,1425877688352459122
290.0,1425877688359203507
260.0,1425877688365886857
277.0,1425877688372631241
267.0,1425877688379314591
309.0,1425877688386028458
266.0,1425877688392772843
307.0,1425877688399456193
258.0,1425877688406170060
288.0,1425877688412914445
300.0,1425877688419597794
299.0,1425877688426311661
288.0,1425877688433056046
260.0,1425877688439739396
306.0,1425877688446483780
269.0,1425877688453167130
309.0,1425877688459911515
264.0,1425877688466594864
280.0,1425877688473308732
257.0,1425877688480053116
290.0,1425877688486736466
299.0,1425877688493480851
257.0,1425877688500164200
287.0,1425877688506908585
261.0,1425877688513622452
307.0,1425877688520305802
274.0,1425877688527050187
309.0,1425877688533733536
264.0,1425877688540477921
281.0,1425877688547161271
